periodo,j_ocupacion_entidad_aguascalientes,j_ocupacion_entidad_bajacalifornianorte,j_ocupacion_entidad_bajacaliforniasur,j_ocupacion_entidad_campeche,j_ocupacion_entidad_coahuila,j_ocupacion_entidad_colima,j_ocupacion_entidad_chiapas,j_ocupacion_entidad_chihuahua,j_ocupacion_entidad_cdmx,j_ocupacion_entidad_durango,j_ocupacion_entidad_guanajuato,j_ocupacion_entidad_guerrero,j_ocupacion_entidad_hidalgo,j_ocupacion_entidad_jalisco,j_ocupacion_entidad_edomex,j_ocupacion_entidad_michoacan,j_ocupacion_entidad_morelos,j_ocupacion_entidad_nayarit,j_ocupacion_entidad_nuevoleon,j_ocupacion_entidad_oaxaca,j_ocupacion_entidad_puebla,j_ocupacion_entidad_queretaro,j_ocupacion_entidad_quintanaroo,j_ocupacion_entidad_sanluispotosi,j_ocupacion_entidad_sinaloa,j_ocupacion_entidad_sonora,j_ocupacion_entidad_tabasco,j_ocupacion_entidad_tamaulipas,j_ocupacion_entidad_tlaxcala,j_ocupacion_entidad_veracruz,j_ocupacion_entidad_yucatan,j_ocupacion_entidad_zacatecas
5/1/2023,96.97,97.58,97.23,98.41,96.13,98.09,98.46,97.35,95.83,96.23,96.19,98.89,96.86,97.21,95.98,98.16,98.31,98.15,96.99,98.30,97.17,97.27,98.29,97.55,97.69,97.18,95.88,97.10,96.61,97.31,98.83,96.91
